"site","region","apn","product","part_description","sto_class","min_level","supplier_lead_time","expected_daily_rate","actual_daily_rate","consumed_180d","actual_vs_expected_ratio"
"SHV1","NA","3008727","URL","TAPER LOCK BUSHING,1108,DI20","02 MED","1.0","42.0","0.0238",,,
"SHV1","NA","3008729","URL","Oldham coupling disk","02 MED","5.0","42.0","0.119",,,
"SHV1","NA","3008730","URL","Phoenix Contact 1754465 PCB Plug Screw 5mm 12AWG 320V 12A 3 Position COMBICON MSTB Series","02 MED","1.0","42.0","0.0238",,,
"SHV1","NA","3008731","URL","REWINDER_BACKING_PAPER_LH","02 MED","1.0","42.0","0.0238",,,
"SHV1","NA","3008732","URL","Inner disc 305 mm","02 MED","1.0","42.0","0.0238",,,
"SHV1","NA","3008733","URL","SUPPLY_POWER","02 MED","1.0","42.0","0.0238",,,
"SHV1","NA","3008734","URL","Dancing Arm – Backing Paper Rewinder LH","02 MED","1.0","42.0","0.0238",,,
"SHV1","NA","3008735","URL","REWINDER_BACKING_PAPER_RH","02 MED","1.0","42.0","0.0238",,,
"SHV1","NA","3008736","URL","CABLE_APPLICATOR","02 MED","1.0","42.0","0.0238",,,
"SHV1","NA","3008737","URL","V3-GM-10M-PVC, CABLE 10M M8/F/3P/0/A","02 MED","1.0","42.0","0.0238",,,
"SHV1","NA","3008739","URL","V1-G-10M-PVC, CABLE 10M M12/F/8P/0 10M","02 MED","1.0","42.0","0.0238",,,
"SHV1","NA","3008740","URL","Spacer disc 5mm","02 MED","1.0","42.0","0.0238",,,
"SHV1","NA","3008741","URL","Spring - break band","02 MED","7.0","42.0","0.1667",,,
"SHV1","NA","3008742","URL","Siemens 3NW7513-0HG Fuse Holder, 1-P, 32A, 600V, Class Cc F","02 MED","2.0","42.0","0.0476",,,
"SHV1","NA","3008743","URL","CIRCUIT BREAKER MOTOR,CONTACT ,1NO,1NC","02 MED","0.0","42.0","0.0",,,
"SHV1","NA","3008744","URL","S80 Adapter board - “Printer Port”","02 MED","1.0","42.0","0.0238",,,
"SHV1","NA","3008745","URL","BOARD 200041062","02 MED","1.0","42.0","0.0238",,,
"SHV1","NA","3008746","URL","ROLLER_REWIND","02 MED","1.0","42.0","0.0238",,,
"SHV1","NA","3008747","URL","Shock absorber 20x15 incl. screw","02 MED","4.0","42.0","0.0952",,,
"SHV1","NA","3008748","URL","Spacer for unwinder 8mm for S80","02 MED","1.0","42.0","0.0238",,,
"SHV1","NA","3008749","URL","Warning low level labels; optic sensor","02 MED","1.0","42.0","0.0238",,,
"SHV1","NA","3008750","URL","PLUG DFMC 1,5/ 5-ST-3,5-LR","02 MED","1.0","42.0","0.0238",,,
"SHV1","NA","3008751","URL","6MM POLYCORDSTRAIGHT LENGTH: 238MM (INSTALLATION LENGTH)CUT LENGTH: 241MM","02 MED","2.0","42.0","0.0476",,,
"SHV1","NA","3008753","URL","SWITCH_INLET_AND_FUSES","02 MED","0.0","42.0","0.0",,,
"SHV1","NA","3008754","URL","T-COUPLER M8 MALE / 2X M8 FEMALE","02 MED","1.0","42.0","0.0238",,,
"SHV1","NA","3008759","URL","M8 4-POLE PVC 10M CABLE","02 MED","1.0","42.0","0.0238",,,
"SHV1","NA","3008760","URL","SUPPORT_DISC_REWINDER","02 MED","1.0","42.0","0.0238",,,
"SHV1","NA","3008762","URL","Roller – label unwinder","02 MED","1.0","42.0","0.0238",,,
"SHV1","NA","3008763","URL","Adapter 76 mm width 30 mm","02 MED","1.0","42.0","0.0238",,,
"SHV1","NA","3008765","URL","MOTOR PROTECTIVE CIRCUIT BREAKER 3P,4A","02 MED","0.0","42.0","0.0",,,
"SHV1","NA","3008767","URL","DRIVE ROLLER,BAL B-ST ST F12,D79 BB600","02 MED","2.0","42.0","0.0476",,,
"SHV1","NA","3008768","URL","SEW VSD DRIVE 115V,0.75KW","02 MED","1.0","42.0","0.0238",,,
"SHV1","NA","3008769","URL","CONNECTOR PHOENIX PLUG,12 WAY","02 MED","1.0","42.0","0.0238",,,
"SHV1","NA","3008771","URL","RING_GUIDE","02 MED","4.0","42.0","0.0952",,,
"SHV1","NA","3008773","URL","Photocell cable, 5 m","02 MED","1.0","42.0","0.0238",,,
"SHV1","NA","3008774","URL","CABLE WEIGHCELL,0.1M,ADAPTER,SCALA-LIBRA","02 MED","1.0","42.0","0.0238",,,
"SHV1","NA","3016911","URL","SENSOR HEAD, 980MM","02 MED","2.0","21.0","0.0952",,,
"SHV1","NA","3022940","USP","VERTICAL JAW CABLE MANAGEMENT BACKING PLATE","01 HIGH","3.0","38.0","0.0789",,,
"SHV1","NA","3036879","URL","LOGISTIC CODE READER, 2D CODE, BARCODE, 24VDC, 3A","02 MED","2.0","121.0","0.0165",,,
"SHV1","NA","3036880","URL","SR-5000X POLARIZING FILTER","02 MED","2.0","21.0","0.0952",,,
"SHV1","NA","3037854","EcoPac","FLANGIA D69X24 D29","03 LOW","2.0","21.0","0.0952",,,
"SHV1","NA","3040795","EcoPac","STOP 95X30X14","02 MED","0.0","24.0","0.0",,,
"SHV1","NA","3040796","EcoPac","SHARE 770X8X8","02 MED","0.0","22.0","0.0",,,
"SHV1","NA","3040797","EcoPac","SHARE 400X28X8","02 MED","0.0","21.0","0.0",,,
"SHV1","NA","3076039","EcoPac","BELT, SW125 00+01 BLACK,  37"" WIDE, OPEN ROLL","01 HIGH","0.0","7.0","0.0",,,
"SHV1","NA","3076043","EcoPac","BELT, SW125 00+01 BLACK,  39"" WIDE, OPEN ROLL","01 HIGH","0.0","7.0","0.0",,,
"SHV1","NA","3077242","URL","SUPPLY TERM BLOCK 24V 10+FUSE","02 MED","2.0","3.0","0.6667",,,
"SHV1","NA","3077246","URL","PNOZ m B0","02 MED","2.0","110.0","0.0182",,,
"SHV1","NA","3077248","URL","PNOZ m EF 8DI4DO","02 MED","2.0","110.0","0.0182",,,
"SHV1","NA","3077250","URL","PNOZ m EF 4DI4RO","02 MED","2.0","110.0","0.0182",,,
"SHV1","NA","3077257","URL","WAGO - 750-631/000-010","02 MED","2.0","60.0","0.0333",,,
"SHV1","NA","3077259","URL","Upper Arm","02 MED","2.0","30.0","0.0667",,,
"SHV1","NA","3077260","URL","Gearbox main axis","02 MED","2.0","30.0","0.0667",,,
"SHV1","NA","3077263","URL","PINS_BALL_SET_12","02 MED","2.0","30.0","0.0667",,,
"SHV1","NA","3077268","URL","Plain bearing","02 MED","1.0","30.0","0.0333",,,
"SHV1","NA","3077269","URL","Upper universal joint","02 MED","1.0","30.0","0.0333",,,
"SHV1","NA","3077270","URL","Lower universal joint","02 MED","2.0","56.0","0.0357",,,
"SHV1","NA","3077273","URL","NON-CONTACT SAFETY SWITCH","02 MED","2.0","110.0","0.0182",,,
"SHV1","NA","3077284","URL","INCREMENTAL ENCODER","02 MED","1.0","90.0","0.0111",,,
"SHV1","NA","3077285","URL","DOL-2312-G10MMA3 CABLE","02 MED","1.0","42.0","0.0238",,,
"SHV1","NA","3077290","URL","ALTIVAR 1.5KW ON MACHINE INVERTER","02 MED","2.0","8.0","0.25",,,
"SHV1","NA","3077291","URL","COMMS ADAPTER","02 MED","1.0","42.0","0.0238",,,
"SHV1","NA","3083137","URL","STANDARD LENGTH PEEL BAR ZE511 RH & LH","02 MED","2.0","42.0","0.0476",,,
"SHV1","NA","3125137","URL","V1-W-10M-PVC, FEMALE CORDSET 10M CABLE","02 MED","1.0","30.0","0.0333",,,
"SHV1","NA","3127827","URL","Zebra, Kit, Wireless Wi-Fi 802,11ac, USA and Canada, Includes magnetic antenna mount, ZE511, ZE521, RH & LH","02 MED","3.0","42.0","0.0714",,,
"SHV1","NA","3129268","URL","Lagged Idle Roller","02 MED","2.0","28.0","0.0714",,,
"SHV1","NA","3129282","URL","Drive Motor","02 MED","1.0","56.0","0.0179",,,
"SHV1","NA","3129291","URL","Roller Table Assembly - RH","02 MED","2.0","56.0","0.0357",,,
"SHV1","NA","3129296","URL","AUX CONTACT BLOCK","03 LOW","2.0","28.0","0.0714",,,
"SHV1","NA","3129298","URL","OULDED CIRCUIT BREAKER","02 MED","2.0","28.0","0.0714",,,
"SHV1","NA","3129309","URL","24VDC PLUG IN RELAY","02 MED","2.0","28.0","0.0714",,,
"SHV1","NA","3129313","URL","2500VA 480/115VAC TRANSFORMER","02 MED","1.0","28.0","0.0357",,,
"SHV1","NA","3129320","URL","6.3A FUSE","02 MED","2.0","14.0","0.1429",,,
"SHV1","NA","3129325","URL","KEYENCE FS-N41C Sensor de fibra óptica","02 MED","2.0","21.0","0.0952",,,
"SHV1","NA","3129326","URL","FIBRE UNIT REFLECTIVE","02 MED","2.0","28.0","0.0714",,,
"SHV1","NA","3129335","URL","ENCODER SPLITTER","02 MED","2.0","140.0","0.0143",,,
"SHV1","NA","3129339","URL","PNOZ m B1","02 MED","2.0","140.0","0.0143",,,
"SHV1","NA","3129355","URL","15"" INDUSTRIAL DISPLAY","02 MED","2.0","42.0","0.0476",,,
"SHV1","NA","3129368","URL","SERVO CONTROL MODULE","02 MED","1.0","42.0","0.0238",,,
"SHV1","NA","3129369","URL","ILM DISTRIBUTION BOX ILM62DB, 1I / 4O","02 MED","2.0","42.0","0.0476",,,
"SHV1","NA","3129370","URL","MOTION CONTROLLER LMC402 16 AXIS - ACC KIT - BASIC","02 MED","2.0","42.0","0.0476",,,
"SHV1","NA","3129372","URL","ETHERNET TCP/IP COMMUNICATION CARD","02 MED","2.0","42.0","0.0476",,,
"SHV1","NA","3132058","URL","METTLER TOLEDO 24114964 BELT","02 MED","2.0","42.0","0.0476",,,
"SHV1","NA","328138","URL","Toothed belt: 475-5MHP-15","02 MED","2.0","30.0","0.0667",,,
"SHV1","NA","3288500","URL","Tension Roller Assembly","02 MED","1.0","55.0","0.0182",,,
"SHV1","NA","3316632","URL","PLUNGER_SPRING","01 HIGH","1.0","21.0","0.0476",,,
"SHV1","NA","3464199","USP","SENSOR, FIBER OPTIC THIN ZERO SPACE, SIDE VIEW TYP","01 HIGH","1.0",,,"0.0111","2.0",
"SHV1","NA","3466134","USP","ROLLING BEARING  61802-2RS1","02 MED","2.0","4.0","0.5",,,
"SHV1","NA","3466138","USP","VERTICAL VPL SERIES, FRAME SIZE 100MM, T WINDING, RATED SPEED 7200-80","02 MED","1.0","14.0","0.0714",,,
"SHV1","NA","3466152","USP","SENSOR MOUNT","02 MED","1.0","6.0","0.1667",,,
"SHV1","NA","3466158","USP","SPRING PLUNGER, BALL-NOSE HARD","02 MED","2.0","4.0","0.5",,,
"SHV1","NA","3466204","USP","M8X1.25 X 16 MM LG, STROKE 1.5MM, MAX TEMP. 250C, THREAD-LOCKING, CERAMIC BALL","02 MED","2.0","4.0","0.5",,,
"SHV1","NA","3466208","USP","BEARING SPACER; INNER; 20 ID X 27 OD X 5 THICK","02 MED","7.0","4.0","1.75",,,
"SHV1","NA","3466247","USP","KINETIX VP MOTOR CABLE","02 MED","1.0","14.0","0.0714",,,
"SHV1","NA","3516102","URL","24408449 TOOTHED BELT PULLEY TL N36 5M","02 MED","1.0","30.0","0.0333",,,
"SHV1","NA","3516105","URL","CIRCUIT BREAKER 230VAC 1P 30552422","02 MED","1.0","30.0","0.0333",,,
"SHV1","NA","3516106","URL","CIRCUIT BREAKER 230VAC 6A 30552418","02 MED","1.0","30.0","0.0333",,,
"SHV1","NA","3516111","URL","RJ45 INDUSTRIAL PLUG 09451511100","02 MED","0.0","30.0","0.0",,,
"SHV1","NA","3516116","URL","Break Band 410 mm","02 MED","4.0","30.0","0.1333",,,
"SHV1","NA","3516120","URL","99-3379-100-03, M8 CABLE CONNECTOR","02 MED","1.0","30.0","0.0333",,,
"SHV1","NA","3516122","URL","RJ45 INDUSTRIAL PLUG 09451511100","02 MED","1.0","30.0","0.0333",,,
"SHV1","NA","3516129","URL","LED TUBE 16W 24VDC 4000-75800-1715016","02 MED","0.0","30.0","0.0",,,
"SHV1","NA","3516135","URL","VW3E1142R030 HYBRID CABLE DB 4 DOWN","02 MED","1.0","30.0","0.0333",,,
"SHV1","NA","3516136","URL","VW3E1141R100 HYBRID CABLE 10M","02 MED","1.0","30.0","0.0333",,,
"SHV1","NA","3516137","URL","RJ45 INDUSTRIAL PLUG 09451511100","02 MED","2.0","30.0","0.0667",,,
"SHV1","NA","3524238","EcoPac","PHOTOCEL S45-PH-5-B03-PH","02 MED","2.0","30.0","0.0667",,,
"SHV1","NA","3524276","EcoPac","PHOTOCEL S45-PH-5-B03-PH","02 MED","0.0","15.0","0.0",,,
"SHV1","NA","3524280","EcoPac","PHOTOCEL S45-PH-5-B03-PH","01 HIGH","2.0","30.0","0.0667",,,
"SHV1","NA","3524282","EcoPac","PHOTOCEL S45-PH-5-B03-PH","01 HIGH","2.0","30.0","0.0667",,,
"SHV1","NA","3524283","EcoPac","PHOTOCEL S45-PH-5-B03-PH","01 HIGH","0.0","30.0","0.0",,,
"SHV1","NA","3524284","EcoPac","PHOTOCEL S45-PH-5-B03-PH","01 HIGH","0.0","30.0","0.0",,,
"SHV1","NA","3524285","EcoPac","PHOTOCEL S45-PH-5-B03-PH","01 HIGH","1.0","30.0","0.0333",,,
"SHV1","NA","3524286","EcoPac","PHOTOCEL S45-PH-5-B03-PH","01 HIGH","1.0","30.0","0.0333",,,
"SHV1","NA","3524289","EcoPac","RING OR SP.3.5  D36 INTERNAL","02 MED","1.0",,,,,
"SHV1","NA","3524290","EcoPac","ROBA ES-SIZE 19 940-755 A-S D20-20 L=45","02 MED","2.0","10.0","0.2",,,
"SHV1","NA","3524434","EcoPac","PHOTOCEL S45-PH-5-B03-PH","02 MED","2.0","20.0","0.1",,,
"SHV1","NA","3524435","EcoPac","PHOTOCEL S45-PH-5-B03-PH","01 HIGH","2.0","20.0","0.1",,,
"SHV1","NA","3524441","EcoPac","STAFFA SMBR  8-8","01 HIGH","1.0","15.0","0.0667",,,
"SHV1","NA","3524501","EcoPac","PIN SQ20X65 D6 L13 B19 M8","01 HIGH","2.0","22.0","0.0909",,,
"SHV1","NA","3524503","EcoPac","STAFFA 101X15X15","01 HIGH","0.0","23.0","0.0","0.0056","1.0",
"SHV1","NA","3524530","EcoPac","ROD 835 X 30 X 8","02 MED","0.0",,,,,
"SHV1","NA","3524538","EcoPac","SHARE 95X94X20","01 HIGH","1.0","16.0","0.0625",,,
"SHV1","NA","3524551","EcoPac","ROLLER D70X221 D35","01 HIGH","2.0","24.0","0.0833",,,
"SHV1","NA","3524553","EcoPac","PHOTOCEL S45-PH-5-B03-PH","02 MED","2.0","20.0","0.1",,,
"SHV1","NA","3524555","EcoPac","ROLLER D45X60 D25","01 HIGH","1.0","24.0","0.0417",,,
"SHV1","NA","3524556","EcoPac","SHAFT D 25X1070","01 HIGH","2.0","22.0","0.0909",,,
"SHV1","NA","3524557","EcoPac","ROLLER D55X958 D25","02 MED","2.0","21.0","0.0952",,,
"SHV1","NA","3524558","EcoPac","SHARE  145X25X2","01 HIGH","2.0","12.0","0.1667",,,
"SHV1","NA","3524559","EcoPac","SHAFT D 25X160.5","01 HIGH","1.0","40.0","0.025",,,
"SHV1","NA","3524565","EcoPac","PHOTOCEL S45-PH-5-B03-PH","01 HIGH","1.0","22.0","0.0455",,,
"SHV1","NA","3524566","EcoPac","PHOTOCEL S45-PH-5-B03-PH","01 HIGH","2.0","22.0","0.0909",,,
"SHV1","NA","3524567","EcoPac","PHOTOCEL S45-PH-5-B03-PH","02 MED","1.0","30.0","0.0333",,,
"SHV1","NA","3524570","EcoPac","SHAFT D 25X563.5","02 MED","0.0",,,,,
"SHV1","NA","3524571","EcoPac","SHAFT D 25X205","02 MED","2.0","21.0","0.0952",,,
"SHV1","NA","3524577","EcoPac","WHEEL D41 X13 D22","01 HIGH","2.0","16.0","0.125",,,
"SHV1","NA","3524601","EcoPac","PHOTOCEL S45-PH-5-B03-PH","02 MED","1.0","5.0","0.2",,,
"SHV1","NA","3546294","USP","Kinetix VP Motor Cable, 4m","02 MED","0.0",,,"0.0056","1.0",
"SHV1","NA","41867","URL","SUPER SMALL LASER SENSOR HEAD AREA BEAM RETRO REFLECTIVE","02 MED","2.0","28.0","0.0714",,,
"SHV1","NA","47016","URL","FLANGE BEARING, 2-HOLE, 1-7/16"" BORE","02 MED","2.0",,,"0.0","0.0",
"SHV1","NA","48192","URL","WASHER, M10 SPRING LOCK INTRALOX DPP-0146630","01 HIGH","2.0",,,"0.0444","8.0",
"SHV1","NA","49225","USP","HEX HEAD CAP SCREW  CTM PM-FAHHSS50557","02 MED","2.0","10.0","0.2",,,
"SHV1","NA","49347","URL","MEDIA DRIVE BELTS ZE511 ZE521 RH & LH","02 MED","2.0","42.0","0.0476",,,
"SHV1","NA","55600","URL","OUTLET FILTER, STANDARD, 255MMX255MM","02 MED","4.0","42.0","0.0952",,,
"SHV1","NA","65023","URL","Zebra Kit Medien Führung ZE500 Serie","02 MED","2.0","42.0","0.0476",,,
"SHV1","NA","65242","URL","Zebra, Kit Upper Segmented Pinch Roller Assembly ZE500-4 LH","02 MED","2.0","42.0","0.0476",,,
"SHV1","NA","65245","URL","Upper Segmented Pinch Roller Assembly ZE511 RH","02 MED","0.0","42.0","0.0",,,
"SHV1","NA","66809","URL","TWO HOLE FLANGE BEARING GLCTEY","02 MED","2.0","42.0","0.0476",,,
"SHV1","NA","77864","URL","STARTER, MANUAL 3PH 460V 1HP 1.6-2.5A","02 MED","1.0","42.0","0.0238",,,
"SHV1","NA","85098","EcoPac","Plug Socket With Cable","02 MED","1.0","30.0","0.0333",,,
"SHV1","NA","87441","URL","SITOP PSU300S/3AC/24VDC/20A","02 MED","1.0","7.0","0.1429",,,
"SHV1","NA","99304","URL","Spiratex components barcap 0,63""","02 MED","2.0","42.0","0.0476",,,
"SHV1","NA","C-1083","EcoPac","PHOTOCEL S45-PH-5-B03-PH","01 HIGH","0.0","14.0","0.0","0.0111","2.0",
"SHV1","NA","C-1183","EcoPac","PHOTOCEL S45-PH-5-B03-PH","01 HIGH","0.0","14.0","0.0","0.0056","1.0",
"SHV1","NA","C-1184","EcoPac","ROD EYE, 9261","02 MED","0.0","14.0","0.0",,,
"SHV1","NA","C-1209","EcoPac","MOTOR 71B","01 HIGH","0.0","14.0","0.0","0.0056","1.0",
"SHV1","NA","C-1212","EcoPac","MOTOR ST90SC4-UL-1,5HP 4P B14","01 HIGH","0.0","14.0","0.0",,,
"SHV1","NA","C-1218","EcoPac","ND-PISTOLA MB2-BE00AIATTSSFP41-000000","01 HIGH","0.0","14.0","0.0","0.0056","1.0",
"SHV1","NA","C-1232","EcoPac","SICK RAY26P-34162530A00 4P M12ST MONITORING HEIGHT 55MM, PRODUCT MIN 5MM (LIGHT","01 HIGH","0.0","14.0","0.0","0.0056","1.0",
"SHV1","NA","C-1364","EcoPac","TOOTHED BELT     5M-15 HTD METRAGGIO","01 HIGH","0.0","14.0","0.0","0.3889","70.0",
"SHV1","NA","C-1365","EcoPac","TOOTHED BELT, 1M-25 HTD","01 HIGH","0.0","14.0","0.0","0.0","0.0",
"SHV1","NA","C-1372","EcoPac","TOOTHED BELT 720 8M-30 HTD","01 HIGH","0.0","14.0","0.0","0.0","0.0",
"SHV1","NA","C-1413","EcoPac","SUPPORT SFT 20","01 HIGH","0.0","14.0","0.0","0.0","0.0",
"SHV1","NA","C-1639","EcoPac","FUSE ATQR20 20A CLASS CC TIME DELAY","02 MED","1.0",,,"0.0167","3.0",
"SHV1","NA","C-1645","EcoPac","FUSIBILE 10.3X38 16A GG","01 HIGH","2.0","31.0","0.0645",,,
"SHV1","NA","C-1687","EcoPac","SHRINK DISK RCK13 25X50","01 HIGH","0.0","14.0","0.0","0.0056","1.0",
"SHV1","NA","C-1706","EcoPac","SECURITY MODULE  PNOZ X2.8P","01 HIGH","0.0","14.0","0.0","0.0056","1.0",
"SHV1","NA","C-1708","EcoPac","SECURITY MODULE  PZE X4","01 HIGH","0.0","14.0","0.0",,,
"SHV1","NA","C-1723","EcoPac","PHOTOCEL S45-PH-5-B03-PH","01 HIGH","0.0","14.0","0.0",,,
"SHV1","NA","C-1726","EcoPac","PHOTOCEL S45-PH-5-B03-PH","01 HIGH","0.0","14.0","0.0","0.0056","1.0",
"SHV1","NA","C-1727","EcoPac","PHOTOCEL S45-PH-5-B03-PH","01 HIGH","0.0","14.0","0.0","0.0","0.0",
"SHV1","NA","C-1731","EcoPac","PHOTOCEL S45-PH-5-B03-PH","01 HIGH","0.0","14.0","0.0",,,
"SHV1","NA","C-2040","EcoPac","SHRINK DISK RCK13 19X47","01 HIGH","0.0","14.0","0.0","0.0056","1.0",
"SHV1","NA","C-2041","EcoPac","SHRINK DISC RCK13 20X47","01 HIGH","0.0","31.0","0.0","0.0056","1.0",
"SHV1","NA","C-2042","EcoPac","SHRINK DISK RCK13 22X47","01 HIGH","0.0","14.0","0.0","0.0","0.0",
"SHV1","NA","C-2049","EcoPac","PHOTOCEL S45-PH-5-B03-PH","01 HIGH","0.0","20.0","0.0","0.0056","1.0",
"SHV1","NA","C-2076","EcoPac","PHOTOCEL S45-PH-5-B03-PH","02 MED","0.0","14.0","0.0","0.0056","1.0",
"SHV1","NA","C-2342","EcoPac","SHAFT SEAL KIT (A. BRADLEY) MPL-SSN-A3B3","01 HIGH","2.0","14.0","0.1429",,,
"SHV1","NA","C-2589","EcoPac","SHRINK DISK RCK61 20X38","01 HIGH","0.0","14.0","0.0",,,
"SHV1","NA","C-2590","EcoPac","SHRINK DISK RCK61 22X40","01 HIGH","2.0","14.0","0.1429",,,
"SHV1","NA","C-2591","EcoPac","PHOTOCEL S45-PH-5-B03-PH","01 HIGH","0.0","21.0","0.0",,,
"SHV1","NA","C-2645","EcoPac","TOOTHED BELT 375 5M-15 HTD GT3","01 HIGH","0.0","21.0","0.0",,,
"SHV1","NA","C-2678","EcoPac","SERVOMOTOR VPL-B0633M-PJ12AA 1.3NM ASS/D","01 HIGH","0.0","50.0","0.0","0.0","0.0",
"SHV1","NA","C-2716","EcoPac","TOOTHED BELT 640 8M-30 HTD","01 HIGH","0.0","21.0","0.0","0.0111","2.0",
"SHV1","NA","C-2724","EcoPac","PHOTOCEL S45-PH-5-B03-PH","01 HIGH","2.0","21.0","0.0952",,,
"SHV1","NA","C-2732","EcoPac","TOOTHED BELT 800 5M-25 HTD","01 HIGH","0.0","21.0","0.0",,,
"SHV1","NA","C-2756","EcoPac","TOOTHED BELT 560 8M-30 HTD","01 HIGH","0.0","31.0","0.0",,,
"SHV1","NA","C-2757","EcoPac","TOOTHED BELT 300 5M-15 HTD","01 HIGH","0.0","31.0","0.0",,,
"SHV1","NA","C-2758","EcoPac","TOOTHED BELT 475 5M-25 HTD","01 HIGH","0.0","31.0","0.0",,,
"SHV1","NA","C-2759","EcoPac","TOOTHED BELT 1100 5M-25HTD DUAL","01 HIGH","0.0","31.0","0.0",,,
"SHV1","NA","C-2760","EcoPac","TOOTHED BELT 375 5M-25 HTD","01 HIGH","0.0","31.0","0.0","0.0056","1.0",
"SHV1","NA","C-2761","EcoPac","TOOTHED BELT 450 5M-25 HTD","01 HIGH","0.0","31.0","0.0",,,
"SHV1","NA","C-2762","EcoPac","TOOTHED BELT 575 5M-25 HTD","01 HIGH","0.0","31.0","0.0",,,
"SHV1","NA","C-2763","EcoPac","TOOTHED BELT 325 5M-25 HTD","01 HIGH","0.0","31.0","0.0",,,
"SHV1","NA","C-2766","EcoPac","RID.XC 50 R 1:10 PAM 19-120","01 HIGH","0.0","31.0","0.0","0.0056","1.0",
"SHV1","NA","C-2777","EcoPac","TOOTHED BELT 1790 5M-25 HTD","01 HIGH","0.0","31.0","0.0","0.0111","2.0",
"SHV1","NA","C-2799","EcoPac","PHOTOCEL S45-PH-5-B03-PH","01 HIGH","0.0","31.0","0.0",,,
"SHV1","NA","C-2807","EcoPac","VALVE GROUP   DFM 32-125 PA-KF","01 HIGH","0.0","31.0","0.0","0.0056","1.0",
"SHV1","NA","C-2808","EcoPac","VALVE  VUVG-L18-M52-MT-G14-1R8L","01 HIGH","1.0","31.0","0.0323",,,
"SHV1","NA","C-2809","EcoPac","PHOTOCEL S45-PH-5-B03-PH","01 HIGH","0.0","31.0","0.0",,,
"SHV1","NA","C-2812","EcoPac","SOLENOID VALVE VUVG-L18-P53U-T-G14-1R8L","01 HIGH","2.0","31.0","0.0645",,,
"SHV1","NA","C-2822","EcoPac","PHOTOCEL S45-PH-5-B03-PH","01 HIGH","0.0","31.0","0.0","0.0","0.0",
"SHV1","NA","C-2824","EcoPac","PHOTOCEL S45-PH-5-B03-PH","01 HIGH","0.0","31.0","0.0","0.0","0.0",
"SHV1","NA","C-2825","EcoPac","PHOTOCEL S45-PH-5-B03-PH","01 HIGH","0.0","31.0","0.0","0.0","0.0",
"SHV1","NA","C-2827","EcoPac","PHOTOCEL S45-PH-5-B03-PH","01 HIGH","0.0","31.0","0.0",,,
"SHV1","NA","C-2835","EcoPac","PHOTOCEL S45-PH-5-B03-PH","01 HIGH","0.0","31.0","0.0",,,
"SHV1","NA","C-2836","EcoPac","WHEEL D69X27 D47 FOLLE","01 HIGH","0.0","31.0","0.0","0.0","0.0",
"SHV1","NA","C-2855","EcoPac","PHOTOCEL S45-PH-5-B03-PH","02 MED","0.0","31.0","0.0","0.0","0.0",
"SHV1","NA","C-2859","EcoPac","SNODO SGS M12X1.25 SFERICO -DX","02 MED","0.0","31.0","0.0",,,
"SHV1","NA","C-2860","EcoPac","SNODO JAF 6 SFERICO -DX","02 MED","0.0","31.0","0.0",,,
"SHV1","NA","C-2861","EcoPac","SPHERICAL JOINT JAF 12 RIGHT","02 MED","0.0","31.0","0.0","0.0056","1.0",
"SHV1","NA","C-2862","EcoPac","SPHERICAL JOINT JAFL 12 LEFT","02 MED","0.0","31.0","0.0",,,
"SHV1","NA","C-2864","EcoPac","VALVOLA VFOF-LE-BAH-G14-Q8","01 HIGH","0.0","31.0","0.0",,,
"SHV1","NA","C-2870","EcoPac","RULLO D70X135 D45","01 HIGH","1.0","31.0","0.0323",,,
"SHV1","NA","C-2874","EcoPac","SHAFT D 25X1087","01 HIGH","0.0","31.0","0.0",,,
"SHV1","NA","C-2879","EcoPac","SHAFT D 25X1420","01 HIGH","0.0","31.0","0.0","0.0","0.0",
"SHV1","NA","C-2951","EcoPac","PHOTOCEL S45-PH-5-B03-PH","01 HIGH","0.0","31.0","0.0","0.0056","1.0",
"SHV1","NA","C-2990","EcoPac","PHOTOCEL S45-PH-5-B03-PH","01 HIGH","0.0","31.0","0.0",,,
"SHV1","NA","C-3003","EcoPac","SNODO SGS M16X1.5  SFERICO -DX","02 MED","0.0","31.0","0.0",,,
"SHV1","NA","C-3052","EcoPac","SPRING D23X120 D3 N.28 COILS TENSION","01 HIGH","1.0","10.0","0.1",,,
"SHV1","NA","C-3199","EcoPac","SEEGER E  20X1.2   UNI7435","01 HIGH","2.0","14.0","0.1429",,,
"SHV1","NA","C-3699","EcoPac","PHOTOCEL S45-PH-5-B03-PH","01 HIGH","2.0","12.0","0.1667",,,
"SHV1","NA","C-3701","EcoPac","PHOTOCEL S45-PH-5-B03-PH","02 MED","1.0","12.0","0.0833",,,
"SHV1","NA","C-3702","EcoPac","PHOTOCEL S45-PH-5-B03-PH","01 HIGH","0.0","12.0","0.0",,,
"SHV1","NA","C-3703","EcoPac","TOOTHED BELT 1200 8M-30 HTD","01 HIGH","0.0","12.0","0.0",,,
"SHV1","NA","C-3704","EcoPac","TOOTHED BELT 700 5M-25 HTD DUAL","01 HIGH","0.0","12.0","0.0",,,
"SHV1","NA","C-3705","EcoPac","TOOTHED BELT 700 5M-25 HTD","01 HIGH","0.0","12.0","0.0",,,
"SHV1","NA","C-3706","EcoPac","PHOTOCEL S45-PH-5-B03-PH","01 HIGH","0.0","12.0","0.0",,,
