Region,Ship To Company Code,Order Number,Line Number,APN,APN Description,APN Category,Supplier ID,Supplier Name,Supplier Catalog Part Number,Site,Site Description,Site Location,Order Date,Approval Date,Receipt Date,Due Date,Due Date Based On Lead Time,Criticality,Lead Time Final,Unit Price,Currency,Goods Or Services,Order Status,Line Status,Coupa PO Error Detail,Coupa Integration Status,Coupa Transmission Status,Req Created By ,Ship To Address,Status,Supplier Lead Time,Past Due Days,Ordered Qty,Received Qty,Remaining Qty,OH Qty,Max Qty,Min Qty,Outstanding Amount
NA,2D,2D-21756267,14,3546294,"Kinetix VP Motor Cable, 4m",CABLE,24216849-758186,ATS CORPORATION,6909944,SYR1,"AR Sortable FC - Clay, NY",NAMERICA,6/22/26 0:00,6/22/26 0:00,,10/5/26 0:00,9/14/26 0:00,01 HIGH,84,299,USD,Goods,A,A,,,sent_via_email,EAM,SYR1 Offsite Lindenmeyr Munroe,issued,84,0,1,0,1,0,1,0,299
NA,2D,2D-21951088,10,3546294,"Kinetix VP Motor Cable, 4m",CABLE,24216849-758186,ATS CORPORATION,6909944,MQY1,"AR Sortable FC - Mt. Juliet, TN",NAMERICA,7/9/26 0:00,7/9/26 0:00,,10/1/26 0:00,10/1/26 0:00,01 HIGH,84,299,USD,Goods,A,A,,,sent_via_email,EAM,"MQY1 FC (Mt. Juliet, TN)",issued,84,0,1,0,1,0,1,0,299
NA,2D,2D-22042325,7,3546294,"Kinetix VP Motor Cable, 4m",CABLE,24216849-758186,ATS CORPORATION,6909944,SAT3,"AR Sortable FC - San Antonio, TX",NAMERICA,7/20/26 0:00,7/20/26 0:00,,10/12/26 0:00,10/12/26 0:00,01 HIGH,84,299,USD,Goods,A,A,,,sent_via_email,EAM,SAT3 Offsite Fastenal,issued,84,0,1,0,1,0,1,0,299
NA,2D,2D-21736580,1,1061778,PHOTO SENSOR M12 4P LIGHT-ON 24VDC PNP NPN BACKGROUND SUPPRESSION,SENSOR,17046845-895303,MOTION INDUSTRIES INC,8954405,SBD6,"AR Sortable FC - Ontario, CA",NAMERICA,6/20/26 0:00,6/20/26 0:00,,7/4/26 0:00,7/3/26 0:00,02 MED,13,298.05,USD,Goods,A,A,,,sent_via_cxml,EAM,SBD6 Offsite UPS Store,issued,13,28,1,0,1,0,1,0,298.05
NA,2D,2D-21736580,1,1061778,Photo sensor M12 4p light-on 24Vdc pnp npn background suppression,SENSOR,17046845-895303,MOTION INDUSTRIES INC,8954405,SBD6,"AR Sortable FC - Ontario, CA",NAMERICA,6/20/26 0:00,6/20/26 0:00,,7/4/26 0:00,7/3/26 0:00,02 MED,13,298.05,USD,Goods,A,A,,,sent_via_cxml,EAM,SBD6 Offsite UPS Store,issued,13,28,1,0,1,0,1,0,298.05
INTL,41,41-22029292,2,3022983,RIGHT ISOLATOR PLATE,PLATE,105531769-1220576,ATS AUTOMATION SOLUTIONS LIMITED,700600465,NCL1,AR Sortable 550 465k sqft G+3 Gen10,EUROPE,7/17/26 0:00,7/17/26 0:00,,11/4/26 0:00,10/9/26 0:00,01 HIGH,84,289,GBP,Goods,A,A,,,sent_via_email,EAM,"NCL1 (41) FC via Stiller Warehousing & Distribution, UK",issued,84,0,1,0,1,0,1,0,289
NA,2D,2D-21549116,1,3022956,ROTATED CABLE EXIT VERTICAL LOAD CELL HOLDER BLOCK,BRACKET,24216849-758186,ATS CORPORATION,700588176,SYR1,"AR Sortable FC - Clay, NY",NAMERICA,6/3/26 0:00,6/3/26 0:00,,9/10/26 0:00,9/19/26 0:00,01 HIGH,108,279,USD,Goods,A,A,,,sent_via_email,EAM,"SYR1 Sortable FC AR (Clay, NY)",issued,108,0,1,0,1,1,3,2,279
NA,2D,2D-21756267,12,3043407,"INDUCTIVE SAFETY RATED PROXIMITY SENSOR, M12, 4MM RANGE",SENSOR,24216849-758186,ATS CORPORATION,7574891,SYR1,"AR Sortable FC - Clay, NY",NAMERICA,6/22/26 0:00,6/22/26 0:00,,10/5/26 0:00,8/3/26 0:00,01 HIGH,42,139,USD,Goods,A,A,,,sent_via_email,EAM,SYR1 Offsite Lindenmeyr Munroe,issued,35,0,2,0,2,0,2,1,278
NA,2D,2D-21756267,12,3043407,"INDUCTIVE SAFETY RATED PROXIMITY SENSOR, M12, 4MM RANGE",SWITCH,24216849-758186,ATS CORPORATION,7574891,SYR1,"AR Sortable FC - Clay, NY",NAMERICA,6/22/26 0:00,6/22/26 0:00,,10/5/26 0:00,8/3/26 0:00,01 HIGH,42,139,USD,Goods,A,A,,,sent_via_email,EAM,SYR1 Offsite Lindenmeyr Munroe,issued,35,0,2,0,2,0,2,1,278
NA,2D,2D-20926628,1,226234,"KIT, I/O BOX W/ EU POWER CABLE",CABLE,25847687-778646,COGNEX CORPORATION.,DMA-RS232USB-000,GEG1,"AR Sortable FC - Spokane , WA",NAMERICA,4/7/26 0:00,4/7/26 0:00,,5/6/26 0:00,4/27/26 0:00,02 MED,20,270,USD,Goods,A,A,,,sent_via_email,EAM,GEG1 Offsite Veritiv,issued,20,95,1,0,1,1,2,0,270
NA,2D,2D-20926628,1,226234,"KIT, I/O BOX W/ EU POWER CABLE",MODULE,25847687-778646,COGNEX CORPORATION.,DMA-RS232USB-000,GEG1,"AR Sortable FC - Spokane , WA",NAMERICA,4/7/26 0:00,4/7/26 0:00,,5/6/26 0:00,4/27/26 0:00,02 MED,20,270,USD,Goods,A,A,,,sent_via_email,EAM,GEG1 Offsite Veritiv,issued,20,95,1,0,1,1,2,0,270
NA,2D,2D-21782374,1,3022934,SHOCK ABSORBERS,SPRING,24216849-758186,ATS CORPORATION,2846384,DEN4,"AR Sortable FC - Colorado Springs, CO",NAMERICA,6/24/26 0:00,6/24/26 0:00,,7/6/26 0:00,8/5/26 0:00,01 HIGH,42,45,USD,Goods,A,A,,,sent_via_email,EAM,"DEN4 FC (Colorado Springs, CO)",issued,42,0,6,0,6,0,6,2,270
NA,2D,2D-20236164,1,3022956,ROTATED CABLE EXIT VERTICAL LOAD CELL HOLDER BLOCK,BRACKET,24216849-758186,ATS CORPORATION,700588176,RIC4,"AR Sortable FC - Richmond, VA",NAMERICA,2/2/26 0:00,2/2/26 0:00,,5/17/26 0:00,5/21/26 0:00,01 HIGH,108,129,USD,Goods,A,A,,,sent_via_email,EAM,RIC4 Offsite Fastenal,issued,108,71,2,0,2,2,2,1,258
NA,2D,2D-22160029,4,3022956,ROTATED CABLE EXIT VERTICAL LOAD CELL HOLDER BLOCK,BRACKET,24216849-758186,ATS CORPORATION,700588176,BOS3,"AR Sortable FC - North Andover, MA",NAMERICA,7/30/26 0:00,7/30/26 0:00,,11/7/26 0:00,11/15/26 0:00,01 HIGH,108,129,USD,Goods,A,A,,,sent_via_email,EAM,"BOS3 Offsite Lindenmeyr Munroe (Londonderry, NH)",issued,108,0,2,0,2,0,2,1,258
NA,2D,2D-21334250,6,3022947,HORIZONTAL JAW CABLE MANAGEMENT BACKING PLATE,BRACKET,24216849-758186,ATS CORPORATION,700657320,SAV4,"AR Sortable FC - Pooler, GA",NAMERICA,5/14/26 0:00,5/14/26 0:00,,8/24/26 0:00,6/21/26 0:00,01 HIGH,38,85,USD,,A,A,,,sent_via_email,EAM,"SAV4 FC Sortable (Pent Wentworth, GA)",issued,38,40,3,0,3,2,5,3,255
NA,2D,2D-21334250,6,3022947,HORIZONTAL JAW CABLE MANAGEMENT BACKING PLATE,BRACKET,24216849-758186,ATS CORPORATION,700657320,SAV4,"AR Sortable FC - Pooler, GA",NAMERICA,5/14/26 0:00,5/14/26 0:00,,8/24/26 0:00,6/21/26 0:00,01 HIGH,38,85,USD,Goods,A,A,,,sent_via_email,EAM,"SAV4 FC Sortable (Pent Wentworth, GA)",issued,38,40,3,0,3,2,5,3,255
INTL,41,41-22029292,1,3022934,SHOCK ABSORBERS,SPRING,105531769-1220576,ATS AUTOMATION SOLUTIONS LIMITED,2846384,NCL1,AR Sortable 550 465k sqft G+3 Gen10,EUROPE,7/17/26 0:00,7/17/26 0:00,,11/4/26 0:00,8/7/26 0:00,01 HIGH,21,35,GBP,Goods,A,A,,,sent_via_email,EAM,"NCL1 (41) FC via Stiller Warehousing & Distribution, UK",issued,21,0,7,0,7,2,10,5,245
NA,2D,2D-21219742,1,3464199,FU-53 TZ (5000),SENSOR,24216849-758186,ATS CORPORATION,6428711,PAE2,"AR Sortable FC - Arlington, WA",NAMERICA,5/4/26 0:00,5/4/26 0:00,,5/28/26 0:00,6/1/26 0:00,01 HIGH,28,229,USD,Goods,A,A,,,sent_via_email,EAM,"PAE2 FC Sortable (Arlington, WA, US)",issued,28,60,1,0,1,1,2,1,229
NA,2D,2D-21579674,1,3464199,FU-53 TZ (5000),SENSOR,24216849-758186,ATS CORPORATION,6428711,PDX8,"AR Sortable FC - Woodburn, OR",NAMERICA,6/6/26 0:00,6/6/26 0:00,,6/29/26 0:00,7/4/26 0:00,01 HIGH,28,229,USD,Goods,A,A,,,sent_via_email,EAM,"PDX8 Sortable FC (Woodburn, OR, US)",issued,28,27,1,0,1,1,2,1,229
NA,2D,2D-21687761,1,3464199,FU-53 TZ (5000),SENSOR,24216849-758186,ATS CORPORATION,6428711,HOU6,"AR Sortable FC - Richmond , TX",NAMERICA,6/16/26 0:00,6/16/26 0:00,,7/9/26 0:00,7/14/26 0:00,01 HIGH,28,229,USD,Goods,A,A,,,sent_via_email,EAM,HOU6 Shorr Non-Inventory Offsite,issued,28,17,1,0,1,0,2,1,229
NA,2D,2D-21648338,1,3022934,SHOCK ABSORBERS,SPRING,24216849-758186,ATS CORPORATION,2846384,PVD2,"AR Sortable FC - Johnston, RI",NAMERICA,6/12/26 0:00,6/12/26 0:00,,7/17/26 0:00,7/24/26 0:00,01 HIGH,42,45,USD,Goods,A,A,,,sent_via_email,EAM,PVD2 Offsite Rhody Transportation & Warehousing,issued,42,7,5,0,5,0,5,3,225
NA,2D,2D-22091686,2,3022934,SHOCK ABSORBERS,SPRING,24216849-758186,ATS CORPORATION,2846384,ORH3,"AR Sortable FC - Charlton, MA",NAMERICA,7/23/26 0:00,7/23/26 0:00,,9/11/26 0:00,9/3/26 0:00,01 HIGH,42,45,USD,Goods,A,A,,,sent_via_email,EAM,"ORH3 Sortable FC (Charlton, MA, US)",issued,42,0,5,0,5,1,10,5,225
NA,5Z,5Z-21988501,1,3022934,SHOCK ABSORBERS,SPRING,28177078-800256,ATS CORPORATION,2846384,YXU1,"AR Sortable FC - St. Thomas, ON",NAMERICA,7/14/26 0:00,7/14/26 0:00,,8/17/26 0:00,8/25/26 0:00,01 HIGH,42,45,USD,Goods,A,A,,,sent_via_email,EAM,YXU1 Offsite (5Z-Order),issued,38,0,5,0,5,5,10,5,225
NA,2D,2D-22051767,3,3022958,"DIVERT PLATE, TOP",PLATE,24216849-758186,ATS CORPORATION,700606406,TPA4,"AR Sortable FC - Temple Terrace, FL",NAMERICA,7/20/26 0:00,7/20/26 0:00,,11/2/26 0:00,9/21/26 0:00,01 HIGH,63,199,USD,Goods,A,A,,,sent_via_email,EAM,"TPA4 Sortable FC ARS (Temple Terrace, FL)",issued,63,0,1,0,1,0,1,0,199
NA,2D,2D-22122530,3,3022958,"DIVERT PLATE, TOP",PLATE,24216849-758186,ATS CORPORATION,700606406,AUS2,"AR Sortable FC - Pflugerville, TX",NAMERICA,7/27/26 0:00,7/27/26 0:00,,10/26/26 0:00,9/28/26 0:00,01 HIGH,63,199,USD,Goods,A,A,,,sent_via_email,EAM,AUS2 (2D) Offsite Lindenmeyr Munroe,issued,63,0,1,0,1,0,1,0,199
NA,2D,2D-22126295,1,3022958,"DIVERT PLATE, TOP",PLATE,24216849-758186,ATS CORPORATION,700606406,OXR1,"AR Sortable FC - Oxnard, CA",NAMERICA,7/27/26 0:00,7/27/26 0:00,,10/27/26 0:00,9/28/26 0:00,01 HIGH,63,199,USD,Goods,A,A,,,sent_via_email,EAM,OXR1 Offsite The UPS Store,issued,63,0,1,0,1,0,2,1,199
NA,2D,2D-20468313,1,1113249,KIT PEEL BRACKET ASSEMBLY ZE521-6 RH & LH,BRACKET,24216849-758186,ATS CORPORATION,ZEB-P1112750-078,SAN3,"AR Sortable FC - San Diego, CA",NAMERICA,2/23/26 0:00,2/23/26 0:00,,2/28/26 0:00,3/3/26 0:00,02 MED,8,198,USD,Goods,A,A,,,sent_via_email,EAM,SAN3 Non Inventory Offsite c/o Iron Mountain,issued,8,150,1,0,1,1,1,0,198
NA,2D,2D-21153764,3,1113249,KIT PEEL BRACKET ASSEMBLY ZE521-6 RH & LH,BRACKET,17048148-83423,CTM LABELING SYSTEMS,ZEB-P1112750-078,DEN4,"AR Sortable FC - Colorado Springs, CO",NAMERICA,4/28/26 0:00,4/28/26 0:00,,5/22/26 0:00,5/15/26 0:00,02 MED,17,198,USD,Goods,A,A,,,sent_via_email,EAM,"DEN4 FC (Colorado Springs, CO)",issued,17,77,1,0,1,0,1,0,198
NA,2D,2D-21177619,1,1113249,KIT PEEL BRACKET ASSEMBLY ZE521-6 RH & LH,BRACKET,24216849-758186,ATS CORPORATION,ZEB-P1112750-078,ORF4,ORF4 - AR Sortable FC - Virginia Beach,NAMERICA,4/30/26 0:00,4/30/26 0:00,,5/4/26 0:00,5/8/26 0:00,02 MED,8,198,USD,Goods,A,A,,,sent_via_email,EAM,ORF4 Offsite Richmond Express,issued,8,84,1,0,1,0,4,3,198
NA,2D,2D-21836555,1,3466147,"ADN, BORE 32MM, STROKE 25MM, DOUBLE ACTING, BASIC VERSION",CYLINDER,24216849-758186,ATS CORPORATION,10186308,SAN3,"AR Sortable FC - San Diego, CA",NAMERICA,6/29/26 0:00,6/29/26 0:00,,8/22/26 0:00,7/27/26 0:00,01 HIGH,28,95,USD,Goods,A,A,,,sent_via_email,EAM,SAN3 Non Inventory Offsite c/o Iron Mountain,issued,28,4,2,0,2,0,2,1,190
NA,2D,2D-21898173,1,3022934,SHOCK ABSORBERS,SPRING,24216849-758186,ATS CORPORATION,2846384,SAT3,"AR Sortable FC - San Antonio, TX",NAMERICA,7/6/26 0:00,7/6/26 0:00,,8/17/26 0:00,8/17/26 0:00,01 HIGH,42,45,USD,Goods,A,A,,,sent_via_email,EAM,SAT3 Offsite Fastenal,issued,42,0,4,0,4,0,6,2,180
NA,2D,2D-22070728,1,3022934,SHOCK ABSORBERS,SPRING,24216849-758186,ATS CORPORATION,2846384,SBN1,"AR Sortable FC - Bristol, IN",NAMERICA,7/22/26 0:00,7/22/26 0:00,,9/2/26 0:00,9/2/26 0:00,01 HIGH,42,45,USD,Goods,A,A,,,sent_via_email,EAM,SBN1 Offsite,issued,42,0,4,0,4,0,6,2,180
NA,2D,2D-22090364,1,3022934,SHOCK ABSORBERS,SPRING,24216849-758186,ATS CORPORATION,2846384,GEG1,"AR Sortable FC - Spokane , WA",NAMERICA,7/23/26 0:00,7/23/26 0:00,,9/3/26 0:00,9/3/26 0:00,01 HIGH,42,45,USD,Goods,A,A,,,sent_via_email,EAM,GEG1 Offsite Veritiv,issued,42,0,4,0,4,2,6,2,180
INTL,41,41-21455605,91,3022987,IFM MODULE,MODULE,85103573-1105248,CLOOSTERMANS,200039490,EMA2,"AR Sortable FC - Mansfield, UK",EUROPE,5/26/26 0:00,5/26/26 0:00,,7/13/26 0:00,7/7/26 0:00,01 HIGH,42,57.32,EUR,Goods,A,A,,,sent_via_email,EAM,"EMA2 FC Placeholder (Mansfield, UK)",issued,42,24,3,0,3,1,3,1,171.96
INTL,DU,DU-21649898,13,3022987,IFM MODULE,MODULE,52174516-1016682,CLOOSTERMANS,200039490,DUS4,"AR Sortable FC (ARS 650 G+2) - Moenchengladbach, DE",EUROPE,6/12/26 0:00,6/12/26 0:00,,6/12/26 0:00,7/24/26 0:00,01 HIGH,42,57.32,EUR,Goods,A,A,,,sent_via_email,EAM,"DUS4 (DU) via Kulle Logistiks, DE (NON INVENTORY)",issued,42,7,3,0,3,0,3,2,171.96
NA,2D,2D-21756267,11,3043376,"Z SENSOR, TYPE ZLD18-BFZ4B8, PNP, DARK SWITCHING, M12 4 PIN CONNECTOR",PHOTOEYE,24216849-758186,ATS CORPORATION,1100620,SYR1,"AR Sortable FC - Clay, NY",NAMERICA,6/22/26 0:00,6/22/26 0:00,,10/5/26 0:00,8/3/26 0:00,01 HIGH,42,85,USD,Goods,A,A,,,sent_via_email,EAM,SYR1 Offsite Lindenmeyr Munroe,issued,42,0,2,0,2,0,2,1,170
NA,2D,2D-22144901,1,3022940,VERTICAL JAW CABLE MANAGEMENT BACKING PLATE,PLATE,24216849-758186,ATS CORPORATION,700657121,ABQ1,"AR Sortable FC - Albuquerque, NM",NAMERICA,7/29/26 0:00,7/29/26 0:00,,11/5/26 0:00,9/5/26 0:00,01 HIGH,38,85,USD,Goods,A,A,,,sent_via_email,EAM,"ABQ1 FC (Albuquerque, NM)",issued,38,0,2,0,2,2,5,4,170
INTL,41,41-21455605,32,132054,DRIVE BELTS ZE500 EXTENDED LIFE R/B (12 mm),T-BELT,85103573-1105248,CLOOSTERMANS,200041095,EMA2,"AR Sortable FC - Mansfield, UK",EUROPE,5/26/26 0:00,5/26/26 0:00,,7/13/26 0:00,9/1/26 0:00,02 MED,98,79.36,EUR,Goods,A,A,,,sent_via_email,EAM,"EMA2 FC Placeholder (Mansfield, UK)",issued,98,0,2,0,2,3,2,1,158.72
INTL,41,41-21455605,32,132054,DRIVE_BELTS_ZE500_EXTENDED_LIFE_R/B_(12_MM),KIT,85103573-1105248,CLOOSTERMANS,200041095,EMA2,"AR Sortable FC - Mansfield, UK",EUROPE,5/26/26 0:00,5/26/26 0:00,,7/13/26 0:00,9/1/26 0:00,02 MED,98,79.36,EUR,Goods,A,A,,,sent_via_email,EAM,"EMA2 FC Placeholder (Mansfield, UK)",issued,98,0,2,0,2,3,2,1,158.72
INTL,DU,DU-21589952,6,132054,DRIVE BELTS ZE500 EXTENDED LIFE R/B (12 mm),T-BELT,52174516-1016682,CLOOSTERMANS,200041095,DUS4,"AR Sortable FC (ARS 650 G+2) - Moenchengladbach, DE",EUROPE,6/8/26 0:00,6/8/26 0:00,,9/11/26 0:00,9/14/26 0:00,02 MED,98,79.36,EUR,Goods,A,A,,,sent_via_email,EAM,"DUS4 (DU) via Kulle Logistiks, DE (NON INVENTORY)",issued,98,0,2,0,2,2,3,1,158.72
INTL,DU,DU-21589952,6,132054,DRIVE_BELTS_ZE500_EXTENDED_LIFE_R/B_(12_MM),KIT,52174516-1016682,CLOOSTERMANS,200041095,DUS4,"AR Sortable FC (ARS 650 G+2) - Moenchengladbach, DE",EUROPE,6/8/26 0:00,6/8/26 0:00,,9/11/26 0:00,9/14/26 0:00,02 MED,98,79.36,EUR,Goods,A,A,,,sent_via_email,EAM,"DUS4 (DU) via Kulle Logistiks, DE (NON INVENTORY)",issued,98,0,2,0,2,2,3,1,158.72
NA,2D,2D-20913099,1,3025738,"9"" FOUR HOLE AIR ASSIT TUBE - COATED",TUBE,17048148-83423,CTM LABELING SYSTEMS,MP-211-0217-9-4,SYR1,"AR Sortable FC - Clay, NY",NAMERICA,4/6/26 0:00,4/6/26 0:00,,4/15/26 0:00,4/27/26 0:00,02 MED,21,77,USD,Goods,A,A,,,sent_via_email,EAM,"SYR1 Sortable FC AR (Clay, NY)",issued,21,95,2,0,2,2,2,1,154
NA,2D,2D-22109864,1,3025738,"9"" FOUR HOLE AIR ASSIT TUBE - COATED",TUBE,17048148-83423,CTM LABELING SYSTEMS,MP-211-0217-9-4,SAV4,"AR Sortable FC - Pooler, GA",NAMERICA,7/25/26 0:00,7/25/26 0:00,,8/14/26 0:00,8/15/26 0:00,01 HIGH,21,77,USD,Goods,A,A,,,sent_via_email,EAM,"SAV4 FC Sortable (Pent Wentworth, GA)",issued,21,0,2,0,2,1,3,2,154
NA,2D,2D-22020283,1,3043407,"INDUCTIVE SAFETY RATED PROXIMITY SENSOR, M12, 4MM RANGE",SENSOR,24216849-758186,ATS CORPORATION,7574891,TPA4,"AR Sortable FC - Temple Terrace, FL",NAMERICA,7/16/26 0:00,7/16/26 0:00,,8/27/26 0:00,8/27/26 0:00,01 HIGH,42,139,USD,Goods,A,A,,,sent_via_email,EAM,"TPA4 Sortable FC ARS (Temple Terrace, FL)",issued,35,0,1,0,1,1,2,1,139
NA,2D,2D-22020283,1,3043407,"INDUCTIVE SAFETY RATED PROXIMITY SENSOR, M12, 4MM RANGE",SWITCH,24216849-758186,ATS CORPORATION,7574891,TPA4,"AR Sortable FC - Temple Terrace, FL",NAMERICA,7/16/26 0:00,7/16/26 0:00,,8/27/26 0:00,8/27/26 0:00,01 HIGH,42,139,USD,Goods,A,A,,,sent_via_email,EAM,"TPA4 Sortable FC ARS (Temple Terrace, FL)",issued,35,0,1,0,1,1,2,1,139
NA,2D,2D-22116068,1,3022951,RTD SENSOR,SENSOR,24216849-758186,ATS CORPORATION,10206007,ORF4,ORF4 - AR Sortable FC - Virginia Beach,NAMERICA,7/27/26 0:00,7/27/26 0:00,,9/21/26 0:00,9/21/26 0:00,01 HIGH,56,69,USD,Goods,A,A,,,sent_via_email,EAM,ORF4 Offsite C/O Richmond Express,issued,56,0,2,0,2,0,2,1,138
NA,2D,2D-21307742,2,N12270,FLOW CONTROL VALVE,VALVE,24216849-758186,ATS CORPORATION,PM-PF2060,BOS3,"AR Sortable FC - North Andover, MA",NAMERICA,5/12/26 0:00,5/12/26 0:00,,7/3/26 0:00,6/1/26 0:00,02 MED,20,26,USD,Goods,A,A,,,sent_via_email,EAM,"BOS3 Offsite Lindenmeyr Munroe (Londonderry, NH)",issued,20,60,5,0,5,1,6,4,130
NA,2D,2D-21292553,5,3022956,ROTATED CABLE EXIT VERTICAL LOAD CELL HOLDER BLOCK,BRACKET,24216849-758186,ATS CORPORATION,700588176,SYR1,"AR Sortable FC - Clay, NY",NAMERICA,5/11/26 0:00,5/11/26 0:00,,8/24/26 0:00,8/27/26 0:00,01 HIGH,108,129,USD,Goods,A,A,,,sent_via_email,EAM,"SYR1 Sortable FC AR (Clay, NY)",issued,108,0,1,0,1,1,3,2,129
INTL,41,41-22118757,1,132054,DRIVE BELTS ZE500 EXTENDED LIFE R/B (12 mm),T-BELT,9837551-346609,WEBER PACKAGING SOLUTIONS,40061314,NCL1,AR Sortable 550 465k sqft G+3 Gen10,EUROPE,7/27/26 0:00,7/27/26 0:00,,8/23/26 0:00,8/10/26 0:00,01 HIGH,14,64,EUR,Goods,A,A,,,sent_via_email,EAM,"NCL1 (41) FC via Stiller Warehousing & Distribution, UK",issued,14,0,2,0,2,2,4,2,128
INTL,41,41-22118757,1,132054,DRIVE_BELTS_ZE500_EXTENDED_LIFE_R/B_(12_MM),KIT,9837551-346609,WEBER PACKAGING SOLUTIONS,40061314,NCL1,AR Sortable 550 465k sqft G+3 Gen10,EUROPE,7/27/26 0:00,7/27/26 0:00,,8/23/26 0:00,8/10/26 0:00,01 HIGH,14,64,EUR,Goods,A,A,,,sent_via_email,EAM,"NCL1 (41) FC via Stiller Warehousing & Distribution, UK",issued,14,0,2,0,2,2,4,2,128
NA,2D,2D-21756266,3,3015434,"GRIPPER PAD, KNURLED STEEL, SWIVEL",GRIPPER,24216849-758186,ATS CORPORATION,10237057,SYR1,"AR Sortable FC - Clay, NY",NAMERICA,6/22/26 0:00,6/22/26 0:00,,10/5/26 0:00,7/13/26 0:00,01 HIGH,21,25,USD,Goods,A,A,,,sent_via_email,EAM,SYR1 Offsite Lindenmeyr Munroe,issued,21,18,5,0,5,0,5,1,125
NA,2D,2D-21756266,4,3015434,"GRIPPER PAD, KNURLED STEEL, SWIVEL",GRIPPER,24216849-758186,ATS CORPORATION,10237057,SYR1,"AR Sortable FC - Clay, NY",NAMERICA,6/22/26 0:00,6/22/26 0:00,,10/5/26 0:00,7/13/26 0:00,01 HIGH,21,25,USD,Goods,A,A,,,sent_via_email,EAM,SYR1 Offsite Lindenmeyr Munroe,issued,21,18,5,0,5,0,5,1,125
NA,2D,2D-22046521,1,3032133,COMPRESSION SPRING T=1.4 OD=20 ID=17,SPRING,24216849-758186,ATS CORPORATION,8146792,MQY1,"AR Sortable FC - Mt. Juliet, TN",NAMERICA,7/20/26 0:00,7/20/26 0:00,,8/24/26 0:00,8/17/26 0:00,01 HIGH,28,5.99,USD,Goods,A,A,,,sent_via_email,EAM,"MQY1 FC (Mt. Juliet, TN)",issued,28,0,20,0,20,12,12,1,119.8
NA,2D,2D-21999622,1,10683,"RELAY: MODULE, 24VDC, 6A, SPDT, PCB, AB 700-TBR24",RELAY,39306637-931634,AUTOQUIP CORPORATION,34901730,DET6,"AR Sortable FC - Detroit, MI",NAMERICA,7/15/26 0:00,7/15/26 0:00,,7/31/26 0:00,8/5/26 0:00,01 HIGH,21,37,USD,Goods,A,A,,,sent_via_email,EAM,DET6 AMZL Offsite,issued,21,0,3,0,3,0,3,1,111
NA,2D,2D-21999622,1,10683,"RELAY: MODULE, 24VDC, 6A, SPDT, PCB, AB 700-TBR24 ",RELAY,39306637-931634,AUTOQUIP CORPORATION,34901730,DET6,"AR Sortable FC - Detroit, MI",NAMERICA,7/15/26 0:00,7/15/26 0:00,,7/31/26 0:00,8/5/26 0:00,01 HIGH,21,37,USD,Goods,A,A,,,sent_via_email,EAM,DET6 AMZL Offsite,issued,21,0,3,0,3,0,3,1,111
NA,2D,2D-21116519,1,3466248,"DIA 12MM(G6), L 188MM, TAPPED(M8X1.25), TAPPED(M6X1.0), IND",BOLT,24216849-758186,ATS CORPORATION,10186983,SAT3,"AR Sortable FC - San Antonio, TX",NAMERICA,4/24/26 0:00,4/24/26 0:00,,7/8/26 0:00,5/22/26 0:00,01 HIGH,28,55,USD,Goods,A,A,,,sent_via_email,EAM,SAT3 Offsite Fastenal,issued,28,70,2,0,2,1,3,1,110
NA,2D,2D-21738756,1,3466248,"DIA 12MM(G6), L 188MM, TAPPED(M8X1.25), TAPPED(M6X1.0), IND",BOLT,24216849-758186,ATS CORPORATION,10186983,AUS2,"AR Sortable FC - Pflugerville, TX",NAMERICA,6/21/26 0:00,6/21/26 0:00,,7/17/26 0:00,7/19/26 0:00,01 HIGH,28,55,USD,Goods,A,A,,,sent_via_email,EAM,AUS2 (2D) Offsite Lindenmeyr Munroe,issued,28,12,2,0,2,0,2,1,110
NA,2D,2D-21771037,1,3466248,"DIA 12MM(G6), L 188MM, TAPPED(M8X1.25), TAPPED(M6X1.0), IND",BOLT,24216849-758186,ATS CORPORATION,10186983,MQY1,"AR Sortable FC - Mt. Juliet, TN",NAMERICA,6/23/26 0:00,6/23/26 0:00,,6/26/26 0:00,7/21/26 0:00,02 MED,28,55,USD,Goods,A,A,,,sent_via_email,EAM,"MQY1 FC (Mt. Juliet, TN)",issued,28,10,2,0,2,1,3,2,110
NA,2D,2D-21932973,1,3466248,"DIA 12MM(G6), L 188MM, TAPPED(M8X1.25), TAPPED(M6X1.0), IND",BOLT,24216849-758186,ATS CORPORATION,10186983,SYR1,"AR Sortable FC - Clay, NY",NAMERICA,7/8/26 0:00,7/8/26 0:00,,8/5/26 0:00,8/5/26 0:00,01 HIGH,28,55,USD,Goods,A,A,,,sent_via_email,EAM,"SYR1 Sortable FC AR (Clay, NY)",issued,28,0,2,0,2,0,2,1,110
NA,2D,2D-22160029,1,3022932,"SENSOR FLAG PIN, USP TRIGGER GATE",SENSOR,24216849-758186,ATS CORPORATION,700600424,BOS3,"AR Sortable FC - North Andover, MA",NAMERICA,7/30/26 0:00,7/30/26 0:00,,11/7/26 0:00,10/1/26 0:00,01 HIGH,63,55,USD,Goods,A,A,,,sent_via_email,EAM,"BOS3 Offsite Lindenmeyr Munroe (Londonderry, NH)",issued,63,0,2,0,2,0,2,1,110
